gene_id	transcript_id	chrom	tx_start	tx_end	strand
ENSG00000253207	ENST00000521500.2	chr8	113600309	113616958	+
ENSG00000253204	ENST00000523019.1	chr8	30921059	30921335	+
ENSG00000253205	ENST00000522265.5	chr8	63413632	63470199	-
ENSG00000205212	ENST00000648089.1	chr17	20863477	20895953	-
ENSG00000205213	ENST00000379214.8	chr11	27365960	27472746	-
ENSG00000263167	ENST00000570413.1	chr17	81135770	81136256	+
ENSG00000205215	ENST00000582261.5	chr17	20519311	20528687	-
ENSG00000206495	ENST00000447542.5	chr6_GL000255v2_alt	1581909	1584615	+
ENSG00000260583	ENST00000567517.1	chr21	25582769	25583326	-
ENSG00000206491	ENST00000418065.2	chr6_GL000255v2_alt	1812364	1818808	+
ENSG00000206490	ENST00000400609.3	chr6_GL000255v2_alt	1826538	1846514	+
ENSG00000206493	ENST00000383597.6	chr6_GL000255v2_alt	1744562	1749301	+
ENSG00000130449	ENST00000252744.5	chr5	61332272	61546170	+
ENSG00000219736	ENST00000406203.1	chr6	74849076	74850484	-
ENSG00000260580	ENST00000562900.1	chr16	26721873	26729126	+
ENSG00000252933	ENST00000517124.1	chr19	1616491	1616595	-
ENSG00000260586	ENST00000648513.1	chr15	71332119	71352460	+
ENSG00000266251	ENST00000580869.1	chr18	1176789	1177012	-
ENSG00000158864	ENST00000367993.7	chr1	161199314	161214395	+
ENSG00000158865	ENST00000347898.7	chr16	24845840	24911628	+
ENSG00000158863	ENST00000289921.7	chr8	22089207	22104898	+
ENSG00000004961	ENST00000321143.8	chrX	11111300	11123078	+
ENSG00000158869	ENST00000289902.1	chr1	161215296	161219248	+
ENSG00000140497	ENST00000268099.13	chr15	74843729	74873365	-
ENSG00000101405	ENST00000217386.2	chr20	3071619	3072517	+
ENSG00000271356	ENST00000603205.1	chr2	76260754	76261661	-
ENSG00000266531	ENST00000582134.1	chr14	65044687	65044769	+
ENSG00000178015	ENST00000380007.2	chr5	95620077	95622142	+
ENSG00000235875	ENST00000425094.2	chr13	111113811	111115678	-
ENSG00000252158	ENST00000516349.1	chr8	131432775	131432869	-
ENSG00000155368	ENST00000355857.7	chr2	119366920	119372560	+
ENSG00000237311	ENST00000424241.1	chrX	65999750	66001071	+
ENSG00000128335	ENST00000249066.10	chr22	36226209	36239954	-
ENSG00000252151	ENST00000516342.1	chr1	14124232	14124335	-
ENSG00000155363	ENST00000413052.6	chr1	112674420	112700746	+
ENSG00000252153	ENST00000516344.1	chr9	94809961	94810057	+
ENSG00000155366	ENST00000369642.7	chr1	112701130	112707434	-
ENSG00000155367	ENST00000309276.10	chr1	112709993	112715477	-
ENSG00000252157	ENST00000516348.1	chr4	183653571	183653676	-
ENSG00000252156	ENST00000516347.1	chr6	75768058	75768158	-
ENSG00000177553	ENST00000376620.3	chr1	11777076	11779619	-
ENSG00000266537	ENST00000582158.1	chr17	59174982	59181787	-
ENSG00000269560	ENST00000601420.1	chr19	12529767	12532973	-
ENSG00000243156	ENST00000441493.6	chr22	17787648	18024559	-
ENSG00000243155	ENST00000358073.2	chr1	180944041	180976482	-
ENSG00000243154	ENST00000473622.1	chr3	154651655	154652423	-
ENSG00000160293	ENST00000406606.7	chr9	133761893	133992281	-
ENSG00000243150	ENST00000475981.5	chr3	158545219	158571066	-
ENSG00000170571	ENST00000303221.9	chr5	50396191	50441367	-
ENSG00000170577	ENST00000303077.6	chr2	45005160	45009430	-
ENSG00000160298	ENST00000291691.11	chr21	46301129	46323875	-
ENSG00000160299	ENST00000359568.9	chr21	46324121	46445769	+
ENSG00000148672	ENST00000277865.4	chr10	87050485	87094866	-
ENSG00000106819	ENST00000375544.7	chr9	92456204	92482506	-
ENSG00000269564	ENST00000597420.1	chr19	53788781	53789168	+
ENSG00000266397	ENST00000582591.1	chr18	2967017	2985410	+
ENSG00000262488	ENST00000577174.1	chr16	10840383	10841544	-
ENSG00000187951	ENST00000602616.6	chr15	30658716	30772993	+
ENSG00000205755	ENST00000381566.6	chrY	1187548	1212637	-
ENSG00000219451	ENST00000405810.2	chr7	20827325	20827753	+
ENSG00000160741	ENST00000368633.1	chr1	153947674	153958625	-
ENSG00000219453	ENST00000402635.1	chr6	23649495	23649774	+
ENSG00000205754	ENST00000421593.6	chr12	21015695	21090106	+
ENSG00000160746	ENST00000292246.7	chr3	43365847	43622068	-
ENSG00000105792	ENST00000389297.8	chr7	90245173	90311063	+
ENSG00000234551	ENST00000444795.1	chr13	103425199	103427685	+
ENSG00000171199	ENST00000399575.6	chr4	70397881	70410194	+
ENSG00000171195	ENST00000413702.5	chr4	70430491	70482996	+
ENSG00000234553	ENST00000431789.1	chr5	56536582	56537826	-
ENSG00000231523	ENST00000458703.1	chr7	63117500	63154934	-
ENSG00000231522	ENST00000447617.1	chr6_GL000251v2_alt	2319259	2327898	-
ENSG00000231521	ENST00000437864.1	chr9	97634514	97636051	-
ENSG00000231527	ENST00000443347.5	chr9	61972239	61976380	+
ENSG00000231526	ENST00000415898.2	chr6_GL000256v2_alt	4141488	4147359	+
ENSG00000231525	ENST00000447806.1	chr7	20588989	20590085	+
ENSG00000031823	ENST00000340578.10	chr19	5916138	5978140	-
ENSG00000147246	ENST00000276198.5	chrX	114584077	114910061	+
ENSG00000260173	ENST00000568984.1	chr15	72140503	72155459	-
ENSG00000231529	ENST00000446169.1	chr1	220485103	220487043	-
ENSG00000231528	ENST00000453010.1	chr9	113113072	113119846	+
ENSG00000249553	ENST00000505921.1	chr5	146914206	146919506	-
ENSG00000228293	ENST00000418739.1	chr20	2664351	2665874	+
ENSG00000253358	ENST00000517920.1	chr8	91016587	91018655	+
ENSG00000234557	ENST00000414193.2	chrX	101443706	101444103	-
ENSG00000234556	ENST00000418295.1	chr10	2305082	2315075	-
ENSG00000228291	ENST00000441452.1	chr10	5207168	5207742	+
ENSG00000261197	ENST00000566112.2	chr16	34051139	34051363	+
ENSG00000147202	ENST00000324765.12	chrX	96684711	97604997	+
ENSG00000036448	ENST00000262113.8	chr8	2045039	2145456	+
ENSG00000198301	ENST00000356260.9	chr4	75949915	75990960	-
ENSG00000179938	ENST00000567927.1	chr15	30083052	30093499	+
ENSG00000249558	ENST00000513160.1	chr3	126766433	126767475	-
ENSG00000147206	ENST00000395065.7	chrX	103075809	103093125	-
ENSG00000171223	ENST00000302754.5	chr19	12791495	12793315	+
ENSG00000171222	ENST00000373991.3	chr20	35953628	35959472	-
ENSG00000171224	ENST00000373279.5	chr10	69630257	69633599	+
ENSG00000171227	ENST00000306406.4	chr2	119431868	119438520	+
ENSG00000199921	ENST00000363051.1	chr1	76753134	76753240	+
ENSG00000135250	ENST00000489828.5	chr7	105117525	105298779	-
ENSG00000135253	ENST00000613019.4	chr7	128876939	128910719	-
ENSG00000160218	ENST00000291574.8	chr21	44012318	44106552	+
ENSG00000255464	ENST00000508026.3	chr8	200384	200562	-
ENSG00000235872	ENST00000425371.2	chr12	67658990	67670919	-
ENSG00000236345	ENST00000429530.1	chr6	63806835	63822642	+
ENSG00000253789	ENST00000522022.1	chr8	62111051	62119898	+
ENSG00000220201	ENST00000403903.7	chr19	10304802	10309880	-
ENSG00000253787	ENST00000520762.1	chr5	68189875	68198407	+
ENSG00000253786	ENST00000518356.1	chr22	22755553	22755797	+
ENSG00000253785	ENST00000523057.1	chr5	172975510	172976374	+
ENSG00000253784	ENST00000523881.1	chr8	72874858	72881740	-
ENSG00000253783	ENST00000517640.1	chr8	139114192	139127953	-
ENSG00000253782	ENST00000519032.1	chr8	46930839	46934446	-
ENSG00000253781	ENST00000521453.1	chr8	93646065	93647092	+
ENSG00000253780	ENST00000518843.1	chr14	106001533	106001824	-
ENSG00000248122	ENST00000513530.1	chr4	68304342	68304939	-
ENSG00000248121	ENST00000514992.2	chr17	30600864	30615980	+
ENSG00000248120	ENST00000504890.1	chr5	40967504	40967763	-
ENSG00000248127	ENST00000503652.1	chr5	76081945	76084186	-
ENSG00000145087	ENST00000273666.10	chr3	120908071	121424761	+
ENSG00000248125	ENST00000513657.1	chr5	145429902	145451099	+
ENSG00000248124	ENST00000551901.5	chr16	21799667	21820384	-
ENSG00000167216	ENST00000356157.11	chr18	46946854	47101005	+
ENSG00000145088	ENST00000273668.6	chr3	121835214	121886526	+
ENSG00000248128	ENST00000512633.1	chr4	78003142	78003439	+
ENSG00000199929	ENST00000363059.1	chr16	26028911	26029025	+
ENSG00000240710	ENST00000453895.1	chr1	204603034	204616565	+
ENSG00000214660	ENST00000504749.1	chr7	63556597	63562588	+
ENSG00000141971	ENST00000600514.5	chr19	17406144	17423799	+
ENSG00000207142	ENST00000384413.1	chr12	42454719	42454821	+
ENSG00000249838	ENST00000511179.1	chr17	50235844	50236129	+
ENSG00000249839	ENST00000510070.1	chr15	43663653	43684339	-
ENSG00000240718	ENST00000480512.3	chr7	6047720	6048023	-
ENSG00000214668	ENST00000398760.4	chr7	57014284	57020273	-
ENSG00000249834	ENST00000440731.4	chr5	148307297	148308258	+
ENSG00000249835	ENST00000513899.1	chr5	83541476	83581320	-
ENSG00000095585	ENST00000224337.9	chr10	96191701	96271540	-
ENSG00000249833	ENST00000506660.1	chr3	126393031	126394851	-
ENSG00000249830	ENST00000512521.1	chr5	3452815	3461660	+
ENSG00000249831	ENST00000508135.2	chr4	57720034	57724655	+
ENSG00000262482	ENST00000573260.1	chr16	2939713	2954276	-
ENSG00000176165	ENST00000313071.6	chr14	28765387	28770277	+
ENSG00000187959	ENST00000344935.8	chr17	73248448	73261880	-
ENSG00000273262	ENST00000608017.1	chr10	102483038	102483559	+
ENSG00000176160	ENST00000323777.7	chr17	58420166	58488384	-
ENSG00000224766	ENST00000416010.1	chr6_GL000256v2_alt	3184982	3185276	+
ENSG00000236348	ENST00000434820.1	chr2	17385090	17386417	+
ENSG00000146197	ENST00000274938.7	chr6	35214418	35253079	+
ENSG00000132155	ENST00000251849.8	chr3	12583600	12664226	-
ENSG00000132153	ENST00000445061.5	chr3	47802927	47850193	+
ENSG00000146192	ENST00000274963.12	chr6	37005646	37029070	+
ENSG00000148339	ENST00000373064.9	chr9	128098303	128109245	+
ENSG00000222248	ENST00000410316.1	chr6	3088685	3088809	-
ENSG00000222249	ENST00000410317.1	chr11	119289561	119289677	-
ENSG00000222246	ENST00000410314.1	chr2	231892241	231892298	-
ENSG00000264292	ENST00000584559.1	chr2	239351723	239351804	-
ENSG00000148331	ENST00000277458.4	chr9	129636891	129642165	-
ENSG00000264290	ENST00000579050.1	chr17	29569579	29570519	+
ENSG00000264297	ENST00000581329.2	chr2	64340746	64340848	-
ENSG00000264296	ENST00000578241.1	chr18	54142132	54142577	+
ENSG00000222240	ENST00000410308.1	chr1	188155838	188156180	-
ENSG00000264294	ENST00000581525.1	chr1	44775863	44775943	+
ENSG00000177455	ENST00000324662.7	chr16	28931956	28939342	+
ENSG00000095059	ENST00000210060.11	chr19	12675720	12681902	-
ENSG00000135870	ENST00000367696.6	chr1	173931213	174022297	-
ENSG00000002933	ENST00000484928.5	chr7	150800402	150805109	+
ENSG00000183921	ENST00000602312.2	chr16	22165582	22191754	+
ENSG00000129038	ENST00000261921.7	chr15	73926457	73952137	+
ENSG00000148484	ENST00000345264.9	chr10	16590610	16817528	-
ENSG00000138166	ENST00000369583.3	chr10	110497837	110511544	+
ENSG00000272647	ENST00000455905.1	chr7	99558694	99607810	+
ENSG00000272646	ENST00000608774.1	chr4	182881776	182882203	-
ENSG00000272645	ENST00000634905.1	chr1	223951478	223992594	-
ENSG00000272644	ENST00000607956.1	chr2	219069353	219069809	-
ENSG00000148488	ENST00000377602.4	chr10	17319873	17454330	-
ENSG00000238540	ENST00000459520.1	chr14	36405213	36405274	+
ENSG00000241449	ENST00000492054.5	chr7	150040520	150076655	+
ENSG00000271596	ENST00000603244.1	chr12	50949116	50949384	-
ENSG00000271597	ENST00000604342.1	chr2	69251817	69252364	-
ENSG00000271595	ENST00000604289.1	chrY	17464878	17465214	-
ENSG00000271590	ENST00000603748.1	chr2	111210994	111212476	-
ENSG00000198346	ENST00000396403.8	chr19	53467734	53496255	+
ENSG00000173269	ENST00000372027.9	chr10	86935539	86957863	-
ENSG00000233318	ENST00000419532.1	chr10	22266990	22267346	+
ENSG00000233319	ENST00000449940.1	chr10	130131769	130132241	-
ENSG00000233316	ENST00000432141.1	chr21	38206155	38208644	+
ENSG00000173262	ENST00000543909.5	chr12	7812513	7872824	-
ENSG00000173261	ENST00000311450.8	chr5	146084385	146104369	-
ENSG00000233315	ENST00000425738.1	chr6_GL000252v2_alt	1772089	1775044	+
ENSG00000173267	ENST00000372017.3	chr10	86958655	86963260	+
ENSG00000233313	ENST00000412453.2	chr10	75276375	75276646	-
ENSG00000233311	ENST00000430139.1	chr2	202619184	202619896	-
ENSG00000167780	ENST00000301466.7	chr12	53103517	53124538	+
ENSG00000258928	ENST00000556834.1	chr14	51916144	51918571	-
ENSG00000258926	ENST00000556543.1	chr14	61537507	61545287	-
ENSG00000258927	ENST00000555032.1	chr14	95620913	95643285	+
ENSG00000258924	ENST00000591482.1	chr17	28357646	28381697	+
ENSG00000258925	ENST00000557228.2	chr15	92285840	92286678	+
ENSG00000258922	ENST00000555325.1	chr15	92805769	92808567	-
ENSG00000258923	ENST00000557537.2	chr14	84173790	84175510	+
ENSG00000258920	ENST00000555562.1	chr14	89417353	89419793	+
ENSG00000258921	ENST00000556606.1	chr12	55638911	55659795	-
ENSG00000268738	ENST00000598963.2	chrX	149592514	149594716	-
ENSG00000223198	ENST00000411266.1	chr2	231501989	231502201	-
ENSG00000199695	ENST00000362825.1	chr22	31222744	31222853	-
ENSG00000268734	ENST00000594721.1	chr19	54890672	54891420	+
ENSG00000268736	ENST00000514812.2	chr4	49246020	49246538	+
ENSG00000265521	ENST00000578045.1	chr1	9967380	9967458	+
ENSG00000223191	ENST00000411259.1	chr6	158926465	158926571	-
ENSG00000265527	ENST00000583739.1	chr6	35664716	35664789	-
ENSG00000228785	ENST00000458618.1	chr6_GL000251v2_alt	4308610	4308685	+
ENSG00000265713	ENST00000580031.1	chr17	29775746	29776701	-
ENSG00000254867	ENST00000533995.1	chr11	65983678	65984331	-
ENSG00000111711	ENST00000229314.9	chr12	21501814	21518408	+
ENSG00000035499	ENST00000265036.9	chr5	60596911	60700161	-
ENSG00000218410	ENST00000405035.1	chrY	3851223	3852869	-
ENSG00000218416	ENST00000404327.3	chr2	240449417	240456714	-
ENSG00000218418	ENST00000401578.2	chr6	80064285	80070199	-
ENSG00000101825	ENST00000217939.6	chrX	3308564	3346641	-
ENSG00000111716	ENST00000350669.5	chr12	21635341	21657842	-
ENSG00000081721	ENST00000367943.4	chr1	161749769	161757162	+
ENSG00000228783	ENST00000437555.1	chr9	1011084	1011799	+
ENSG00000239607	ENST00000485340.3	chr17	75041739	75042015	+
ENSG00000173486	ENST00000309366.8	chr11	64241003	64244124	+
ENSG00000100994	ENST00000216962.8	chr20	25248068	25298014	+
ENSG00000173482	ENST00000332175.12	chr18	7566781	8406861	+
ENSG00000173480	ENST00000312026.5	chr19	57906845	57916576	-
ENSG00000079337	ENST00000549151.5	chr12	47737245	47771034	-
ENSG00000270648	ENST00000604072.1	chr10	64762882	64763172	-
ENSG00000207457	ENST00000384726.1	chr22	41679710	41679817	+
ENSG00000254865	ENST00000532735.1	chr11	10149191	10165109	+
ENSG00000239602	ENST00000477363.1	chr5	146137754	146138381	+
ENSG00000270647	ENST00000605844.5	chr17	35809454	35847242	+
ENSG00000270646	ENST00000605253.1	chrX	120976667	120976919	+
ENSG00000270641	ENST00000604411.1	chrX	73792204	73829231	+
ENSG00000270640	ENST00000604052.1	chr2	28396814	28397110	+
ENSG00000224972	ENST00000445708.1	chr9	6902669	6978859	+
ENSG00000224973	ENST00000424291.5	chr22	33725026	33750843	+
ENSG00000224970	ENST00000438839.2	chr7	142875835	142892743	+
ENSG00000224971	ENST00000438311.1	chr7	55732143	55732431	+
ENSG00000224976	ENST00000446672.2	chr13	19349136	19407962	+
ENSG00000224977	ENST00000424181.1	chr1	174022508	174022985	+
ENSG00000224975	ENST00000456273.1	chrX	47204920	47205865	+
ENSG00000235413	ENST00000505463.1	chr4	17911673	17912976	+
ENSG00000235412	ENST00000420149.1	chrY	24570201	24607025	+
ENSG00000235411	ENST00000438989.1	chr2	20239891	20241046	-
ENSG00000235410	ENST00000451617.1	chr10	14074283	14087605	+
ENSG00000235416	ENST00000425348.1	chrX	53456272	53457029	-
ENSG00000235415	ENST00000444112.1	chr20	53608353	53634590	+
ENSG00000235414	ENST00000461543.1	chr2	174043007	174043880	+
ENSG00000062282	ENST00000228027.11	chr11	75768731	75801534	+
ENSG00000175886	ENST00000588490.1	chr18	39334871	39335672	-
ENSG00000268873	ENST00000596954.1	chr18	34737794	34767663	-
ENSG00000236858	ENST00000453934.1	chr22	27048143	27060518	-
ENSG00000236859	ENST00000419902.2	chr2	121650099	121728481	+
ENSG00000236852	ENST00000455793.1	chrX	62779249	62780326	+
ENSG00000236853	ENST00000441404.2	chr7	143488461	143489402	-
ENSG00000236851	ENST00000422710.1	chr6_GL000255v2_alt	2622040	2622587	-
ENSG00000236856	ENST00000431911.1	chr2	388411	416885	+
ENSG00000236857	ENST00000412709.3	chr9	18717973	18718526	-
ENSG00000236854	ENST00000440786.1	chr2	32927126	32928405	+
ENSG00000145506	ENST00000296849.9	chr5	1008828	1038943	+
ENSG00000268870	ENST00000595562.1	chr19	12391948	12441082	-
ENSG00000140750	ENST00000289968.10	chr16	24919384	25015331	-
ENSG00000232197	ENST00000429305.1	chr6	170162516	170163027	+
ENSG00000232196	ENST00000399974.4	chr16	3370978	3372740	-
ENSG00000232195	ENST00000430735.1	chrY	2827981	2828218	+
ENSG00000232194	ENST00000451545.1	chr1	167820405	167821224	+
ENSG00000232193	ENST00000440372.1	chr21	18917933	18935859	-
ENSG00000232192	ENST00000446321.1	chr1	245206443	245234501	-
ENSG00000174282	ENST00000311403.4	chr17	7459365	7484263	-
ENSG00000232190	ENST00000430050.2	chr16	87057783	87063991	+
ENSG00000226996	ENST00000434859.1	chr21	24043256	24050286	+
ENSG00000170909	ENST00000611261.4	chr19	54094669	54102686	-
ENSG00000207459	ENST00000384728.1	chr5	134634838	134634945	-
ENSG00000232199	ENST00000432928.1	chr7	109998433	109999624	-
ENSG00000232198	ENST00000421994.2	chr1	55372709	55373316	-
ENSG00000250804	ENST00000504939.1	chr4	8981435	8982360	+
ENSG00000250806	ENST00000511592.1	chr5	100654111	100657970	-
ENSG00000250801	ENST00000502354.1	chr5	175972614	175985856	+
ENSG00000250803	ENST00000509403.6	chr5	122160175	122183949	+
ENSG00000250802	ENST00000645459.1	chr5	77086731	77142143	+
ENSG00000238302	ENST00000459334.1	chr12	89282222	89282285	-
ENSG00000250808	ENST00000503662.1	chr5	5395971	5396335	-
ENSG00000100162	ENST00000215980.9	chr22	41938720	41947164	-
ENSG00000020922	ENST00000323929.7	chr11	94415577	94493908	-
ENSG00000073711	ENST00000334546.6	chr3	136022734	136145437	+
ENSG00000073712	ENST00000341590.7	chr14	52857267	52951097	-
ENSG00000224356	ENST00000454752.3	chr13	100535740	100580112	-
ENSG00000224357	ENST00000419507.1	chr20	39329013	39329924	-
ENSG00000224354	ENST00000432656.2	chr7	141802481	141803487	-
ENSG00000224355	ENST00000411716.1	chr6_GL000255v2_alt	1075333	1075465	-
ENSG00000224352	ENST00000449160.1	chr2	130330141	130330285	-
ENSG00000273209	ENST00000608741.1	chr2	202032769	202033537	-
ENSG00000261528	ENST00000569310.2	chr16	23500904	23501630	+
ENSG00000224351	ENST00000418361.2	chr13	39817740	39818049	-
ENSG00000273204	ENST00000609247.1	chr1	100894927	100895356	+
ENSG00000085265	ENST00000616356.4	chr9	134905889	134917877	-
ENSG00000261524	ENST00000561950.1	chr15	28402867	28405033	+
ENSG00000169469	ENST00000307098.4	chr1	153031201	153032900	+
ENSG00000261522	ENST00000562821.5	chr2	94575975	94587183	-
ENSG00000261523	ENST00000568317.1	chr16	14695566	14707055	-
ENSG00000224358	ENST00000423121.1	chr1	165768928	165775176	+
ENSG00000224359	ENST00000457477.2	chr1	240530451	240530862	+
ENSG00000156453	ENST00000287008.7	chr5	141853110	141878410	-
ENSG00000106211	ENST00000248553.6	chr7	76302543	76304295	+
ENSG00000264734	ENST00000580280.1	chr17	26998079	26999941	-
ENSG00000264735	ENST00000580125.1	chr17	81965631	81966589	-
ENSG00000264736	ENST00000582658.1	chr18	77435252	77437242	-
ENSG00000257614	ENST00000548199.1	chr14	35947555	35950044	-
ENSG00000264739	ENST00000580996.1	chr17	16414523	16416689	-
ENSG00000219410	ENST00000396799.3	chr12	6666647	6669184	+
ENSG00000267278	ENST00000592422.5	chr17	45247953	45268393	+
ENSG00000267279	ENST00000587754.1	chr18	61585745	61606657	-
ENSG00000238304	ENST00000459175.1	chr11	3781394	3781456	+
ENSG00000075711	ENST00000346964.6	chr3	197042559	197298576	-
ENSG00000267270	ENST00000589574.1	chr18	80148010	80178432	+
ENSG00000267271	ENST00000588235.1	chr17	35344230	35344564	+
ENSG00000267272	ENST00000469312.6	chr1	87129764	87168505	+
ENSG00000267273	ENST00000589751.1	chr19	9498677	9510079	+
ENSG00000267274	ENST00000586394.1	chr19	11939958	11953381	+
ENSG00000267275	ENST00000588945.1	chr19	16283360	16293575	-
ENSG00000267277	ENST00000590399.1	chr19	11368122	11374935	-
ENSG00000263968	ENST00000577658.2	chr16	85659377	85659675	+
ENSG00000263969	ENST00000579533.2	chr21	37215604	37215903	+
ENSG00000103534	ENST00000219821.9	chr16	19456449	19499113	+
ENSG00000263961	ENST00000331555.9	chr1	206052722	206102459	+
ENSG00000263963	ENST00000580862.1	chr5	134928038	134928112	+
ENSG00000263964	ENST00000578671.1	chr15	28490751	28490845	-
ENSG00000263967	ENST00000583807.1	chr9	90023440	90023535	-
ENSG00000215895	ENST00000442006.2	chr1	38708930	38710890	+
ENSG00000215893	ENST00000401064.3	chr1	41098637	41099136	+
ENSG00000264503	ENST00000582221.1	chr18	10622122	10622267	-
ENSG00000215899	ENST00000401075.3	chr1	31487588	31488930	-
ENSG00000143224	ENST00000352210.9	chr1	161166409	161171218	+
ENSG00000143226	ENST00000367972.8	chr1	161505429	161518558	+
ENSG00000143222	ENST00000368003.5	chr1	161153751	161158856	+
ENSG00000261752	ENST00000562979.1	chr16	35258629	35259629	+
ENSG00000143228	ENST00000367900.7	chr1	163321934	163355764	+
ENSG00000134398	ENST00000256797.8	chr16	23690375	23713500	-
ENSG00000225755	ENST00000450164.2	chr1	163237213	163239197	+
ENSG00000220506	ENST00000404926.2	chr6	111494990	111495713	-
ENSG00000220505	ENST00000403144.2	chr6	98179498	98179832	-
ENSG00000225756	ENST00000425189.1	chr9	133654585	133657313	-
ENSG00000225751	ENST00000445617.2	chr17	9452196	9470014	+
ENSG00000225750	ENST00000413004.1	chr1	29144493	29146994	-
ENSG00000225752	ENST00000423500.1	chr6	143094033	143099645	-
ENSG00000225759	ENST00000457816.1	chr20	37619297	37623119	-
ENSG00000225758	ENST00000419392.1	chrX	140470865	140471274	-
ENSG00000229625	ENST00000420417.3	chr8	98961427	98968284	+
ENSG00000229627	ENST00000436076.1	chr7	57638724	57639112	+
ENSG00000229626	ENST00000433617.1	chr7	107808733	107809568	+
ENSG00000229621	ENST00000435682.1	chr2	21687433	21710623	-
ENSG00000229623	ENST00000438852.1	chr21	39235385	39236020	-
ENSG00000227284	ENST00000454959.1	chr7	96858181	96859618	+
ENSG00000262228	ENST00000358446.2	chr17	763564	765319	-
ENSG00000229629	ENST00000454105.1	chr10	102089967	102090062	+
ENSG00000229628	ENST00000436056.1	chr7	45990904	46000898	+
ENSG00000262446	ENST00000618489.1	chr1_GL383519v1_alt	39470	49885	-
ENSG00000181617	ENST00000317987.5	chr4	70226070	70235252	+
ENSG00000181616	ENST00000322653.6	chr11	5544560	5548533	-
ENSG00000184227	ENST00000311148.8	chr14	73537113	73543794	+
ENSG00000213551	ENST00000372950.4	chr10	73242823	73248862	-
ENSG00000221456	ENST00000408529.1	chr6	155946796	155946879	+
ENSG00000184220	ENST00000421999.7	chr3	99817833	100181732	+
ENSG00000269959	ENST00000602324.1	chr19	51685362	51693456	-
ENSG00000221455	ENST00000408528.2	chr6	92790452	92790665	+
ENSG00000269957	ENST00000649380.1	chr9	24545937	24592104	+
ENSG00000269956	ENST00000602433.1	chr1	46538695	46570255	+
ENSG00000269955	ENST00000541515.3	chr7	139341359	139422599	+
ENSG00000269954	ENST00000602626.2	chr8	11552487	11564694	-
ENSG00000205642	ENST00000381032.5	chrX	8464829	8466506	+
ENSG00000269952	ENST00000602435.1	chr10	35210415	35210750	+
ENSG00000181619	ENST00000395116.1	chr14	59460764	59465342	-
ENSG00000269950	ENST00000602654.1	chr21	16574717	16582637	-
ENSG00000134640	ENST00000257068.2	chr11	92969719	92982782	+
ENSG00000134644	ENST00000257075.9	chr1	30931505	31065698	-
ENSG00000227283	ENST00000425362.1	chr4	163382178	163382516	+
ENSG00000265069	ENST00000584722.1	chr18	6954676	6957419	+
ENSG00000111696	ENST00000392876.7	chr12	103772309	103841197	-
ENSG00000242729	ENST00000489849.1	chr11	41538433	41538986	+
ENSG00000265064	ENST00000583200.1	chr11	72783529	72783592	+
ENSG00000265061	ENST00000577260.1	chr12	128244505	128244573	+
ENSG00000265060	ENST00000583761.1	chr17	28247443	28248289	+
ENSG00000244462	ENST00000374114.7	chr20	35648924	35664916	-
ENSG00000188732	ENST00000344962.8	chr7	23680129	23702650	+
ENSG00000244461	ENST00000465795.1	chr3	78038704	78046794	-
ENSG00000263388	ENST00000584139.1	chr17	10680733	10683988	+
ENSG00000263389	ENST00000579824.1	chr11	36010097	36010204	+
ENSG00000244464	ENST00000462011.1	chr3	99598063	99623820	+
ENSG00000244468	ENST00000489011.1	chr3	149284781	149333653	+
ENSG00000188738	ENST00000424728.5	chr2	185738894	185833290	+
ENSG00000263381	ENST00000581357.1	chr1	44545492	44545552	+
ENSG00000263382	ENST00000584560.1	chr18	26822812	26823979	-
ENSG00000260727	ENST00000568957.1	chr16	29613103	29613640	-
ENSG00000215278	ENST00000485777.1	chr4	17427695	17428274	-
ENSG00000251039	ENST00000560045.1	chr2	89852185	89852497	+
ENSG00000251038	ENST00000511122.1	chr3	11909633	11910765	-
ENSG00000260723	ENST00000561528.1	chr16	12372822	12373897	+
ENSG00000260722	ENST00000568379.1	chr16	31801584	31802497	-
ENSG00000260721	ENST00000567210.1	chr8	1368641	1369833	-
ENSG00000260720	ENST00000562065.1	chr9	31371610	31381490	-
ENSG00000251033	ENST00000506032.1	chr5	26711550	26749997	-
ENSG00000251032	ENST00000509510.1	chr5	127784617	127787042	-
ENSG00000251031	ENST00000504204.1	chr5	145222609	145228982	-
ENSG00000215274	ENST00000407599.3	chrX	49303668	49319844	+
ENSG00000251035	ENST00000505043.1	chr5	181378694	181379038	-
ENSG00000251034	ENST00000514980.1	chr8	22540844	22545405	-
ENSG00000259208	ENST00000560719.2	chr15	79668341	79668816	-
ENSG00000259209	ENST00000620814.1	chr16	72805997	72809872	+
ENSG00000230345	ENST00000449941.1	chr22	47860670	47862062	+
ENSG00000254095	ENST00000524017.1	chr8	31339196	31344429	+
ENSG00000259200	ENST00000559600.1	chr15	45705194	45931069	+
ENSG00000259201	ENST00000558142.1	chr15	51887559	51901123	-
ENSG00000259202	ENST00000558463.1	chr15	67142733	67146939	-
ENSG00000257612	ENST00000548170.1	chr14	26873132	26914743	+
ENSG00000115339	ENST00000392701.7	chr2	165747590	165794682	-
ENSG00000259205	ENST00000561423.2	chr15	100553528	100558954	-
ENSG00000259207	ENST00000559488.5	chr17	47253845	47311816	+
ENSG00000262384	ENST00000571784.1	chr17	53681629	53682111	-
ENSG00000262381	ENST00000576835.1	chr16	10724619	10725296	-
